Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Error,,,,Error,Windows 11,21H2,Pro,2022/07/19,22000.795,Error: {P1_HResult} Location: {P2_String} Line Number: {P3_UInt32},{P1_HResult} | {P2_String} | {P3_UInt32}
133,0,Warning,,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 11,21H1,Pro,2022/07/19,19043.1826,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/05/11,19041.985,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/04/13,19041.928,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/03/09,19041.867,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/02/09,19041.804,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/01/12,19041.746,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/12/08,19041.685,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/11/10,19041.63,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/10/13,19041.572,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/09/08,19041.508,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/08/11,19041.45,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/07/14,19041.388,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/06/09,19041.329,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/05/27,19041.264,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2020/04/16,19041.208,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/07/13,19041.111,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/07/14,18363.959,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/06/09,18363.9,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/05/12,18363.836,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/04/14,18363.778,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/03/12,18363.72,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/02/11,18363.657,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/01/14,18363.592,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2019/12/10,18363.535,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2019/10/05,18363.418,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/04/13,18363.15,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/03/09,18363.144,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/07/14,18362.959,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/05/12,18362.836,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/03/12,18362.72,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/02/11,18362.657,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/12/10,18362.535,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/11/12,18362.476,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/09/10,18362.356,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/03/29,18362.3,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/07/09,18362.239,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/06/11,18362.175,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2020/01/14,17763.973,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/12/10,17763.914,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/11/12,17763.864,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/10/08,17763.805,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/09/10,17763.737,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/08/13,17763.678,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/07/09,17763.615,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/06/11,17763.557,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/05/19,17763.504,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/04/09,17763.437,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/03/12,17763.379,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
133,0,Warning,,,,,Windows 10,1809,Pro,2019/02/12,17763.316,DavSyncProvider: Failed to upload change (item id: {Prop_Id}; retry: {Prop_Bool}).,{Prop_Id} | {Prop_Bool}
