Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Verbose,Microsoft-Windows-Biometrics/Operational,WBioSrvc,,,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,The Windows Biometric Service could not verify {BiometricSensor}3 ({BiometricSensor}2) using sensor: {BiometricSensor}.The operation failed with error: {BiometricSensor}4.,{BiometricSensor} | {BiometricSensor} | {BiometricSensor} | {BiometricSensor}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2019/08/13,17763.678,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2019/03/12,17763.379,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2016,1607,Standard,2016/11/08,14393.447,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2016,1607,Standard,2016/10/12,14393.0,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.230,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.350,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/08/13,17134.950,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/09/10,17134.1006,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/01/08,17763.253,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/03/12,17134.648,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,1970/01/01,17134.1,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2018/08/14,17134.228,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/01/08,17134.523,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/04/09,17134.706,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2018/09/11,17134.285,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2018/06/12,17134.112,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/06/11,17134.829,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/05/19,17134.766,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1803,Pro,2019/07/09,17134.885,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/04/13,19041.928,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/03/09,19041.867,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/07/13,19041.1110,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/02/09,19041.804,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,20H2,Pro,2021/05/11,19041.985,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1607,Pro,2016/11/08,14393.447,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2019/09/10,18362.356,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2019/11/12,18362.476,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2019/06/11,18362.175,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2020/07/14,18362.959,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2020/05/12,18362.836,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
1508,0,Verbose,Microsoft-Windows-Biometrics/Operational,BioCredProv,,,Windows 10,1903,Pro,2020/03/12,18362.720,The Windows Biometric Credential Manager successfully retrieved the credential state for {Username} ({SID}).,{Username} | {SID}
